"term","frequency","type_","great_area","term_normalize"
"dimensions",95,"BOOK_CHAPTER","0","dimensions"
"dimensões",9,"ABSTRACT","0","dimensoes"
"dimensões",25,"SPEAKER","0","dimensoes"
"dimensões",54,"ARTICLE","0","dimensoes"
"dimensões",369,"BOOK","0","dimensoes"
"dimensões",1095,"BOOK_CHAPTER","0","dimensoes"
"dimilson carneiro pedreira",1,"NAME","0","0"
"diminuição",115,"BOOK_CHAPTER","0","diminuicao"
"diná da silva correia",1,"NAME","0","0"
"dinah",21,"BOOK","0","dinah"
"dinah",41,"BOOK_CHAPTER","0","dinah"
"dinalva de jesus santana macêdo",1,"NAME","0","0"
"dina maria rosário dos santos",1,"NAME","0","0"
"dinamica",75,"BOOK_CHAPTER","0","dinamica"
"dinámica",42,"BOOK_CHAPTER","0","dinamica"
"dinâmica",25,"SPEAKER","0","dinamica"
"dinâmica",75,"ABSTRACT","0","dinamica"
"dinâmica",132,"ARTICLE","0","dinamica"
"dinâmica",513,"BOOK","0","dinamica"
"dinâmica",2297,"BOOK_CHAPTER","0","dinamica"
"dinãmica",21,"BOOK","0","dinamica"
"dinãmica",39,"BOOK_CHAPTER","0","dinamica"
"dinâmicas",14,"ARTICLE","0","dinamicas"
"dinâmicas",16,"ABSTRACT","0","dinamicas"
"dinâmicas",38,"SPEAKER","0","dinamicas"
"dinâmicas",561,"BOOK_CHAPTER","0","dinamicas"
"dinâmicas",884,"BOOK","0","dinamicas"
"dinâmico",174,"BOOK_CHAPTER","0","dinamico"
"dinâmicos",11,"ABSTRACT","0","dinamicos"
"dinâmicos",107,"BOOK_CHAPTER","0","dinamicos"
"dinamismo",38,"BOOK","0","dinamismo"
"dinamismo",190,"BOOK_CHAPTER","0","dinamismo"
"dinamização",22,"BOOK","0","dinamizacao"
"dinamizadora",39,"BOOK_CHAPTER","0","dinamizadora"
"dinamizando",38,"BOOK","0","dinamizando"
"dinamizando",77,"BOOK_CHAPTER","0","dinamizando"
"dinani gomes amorim",1,"NAME","0","0"
"dinapenia",39,"BOOK_CHAPTER","0","dinapenia"
"dinar",30,"BOOK_CHAPTER","0","dinar"
"dineuza neves da silva",1,"NAME","0","0"
"dinheiro",14,"ARTICLE","0","dinheiro"
"dinheiro",49,"BOOK","0","dinheiro"
"dinheiro",111,"BOOK_CHAPTER","0","dinheiro"
"dinoponera",29,"ARTICLE","0","dinoponera"
"dinoponera",186,"BOOK_CHAPTER","0","dinoponera"
"dinossauros",74,"BOOK_CHAPTER","0","dinossauros"
"dinter",10,"ABSTRACT","0","dinter"
"diocese",76,"BOOK","0","diocese"
"diocese",464,"BOOK_CHAPTER","0","diocese"
"dioclea",12,"ARTICLE","0","dioclea"
"dioclea",21,"BOOK_CHAPTER","0","dioclea"
"diodata",38,"BOOK_CHAPTER","0","diodata"
"diógenes",39,"BOOK_CHAPTER","0","diogenes"
"diógenes cândido de lima",1,"NAME","0","0"
"diogenes costa silveira",1,"NAME","0","0"
"diogenes oliveira senna",1,"NAME","0","0"
"diogo",38,"BOOK_CHAPTER","0","diogo"
"diogo assis cardoso guanabara",1,"NAME","0","0"
"diogo campos da silva",1,"NAME","0","0"
"diogo radomille de santana",1,"NAME","0","0"
"dionísio",37,"BOOK","0","dionisio"
"dioniso",39,"BOOK","0","dioniso"
"diop",38,"BOOK","0","diop"
"diorama",114,"BOOK","0","diorama"
"dios",38,"BOOK_CHAPTER","0","dios"
"dioscorea",20,"BOOK","0","dioscorea"
"dioscoreaceae",21,"BOOK_CHAPTER","0","dioscoreaceae"
"diotima",38,"BOOK_CHAPTER","0","diotima"
"dioxide",25,"ARTICLE","0","dioxide"
"dioxide",37,"BOOK_CHAPTER","0","dioxide"
"dióxido",1,"PATENT","0","dioxido"
"dióxido",21,"BOOK_CHAPTER","0","dioxido"
"diploma",20,"ABSTRACT","0","diploma"
"diploma",38,"BOOK_CHAPTER","0","diploma"
"diplomação",76,"BOOK_CHAPTER","0","diplomacao"
"diplomacia",111,"BOOK_CHAPTER","0","diplomacia"
"diplomacy",20,"BOOK_CHAPTER","0","diplomacy"
"diplomática",37,"BOOK_CHAPTER","0","diplomatica"
"diplomático",37,"BOOK_CHAPTER","0","diplomatico"
"diplopoda",21,"BOOK_CHAPTER","0","diplopoda"
"diplotropis",10,"ARTICLE","0","diplotropis"
"diptera",173,"BOOK_CHAPTER","0","diptera"
"diptera",215,"ARTICLE","0","diptera"
"dípteros",38,"BOOK_CHAPTER","0","dipteros"
"dirá",38,"BOOK_CHAPTER","0","dira"
"dirceu joaquim costa",1,"NAME","0","0"
"dirceu martins alves",1,"NAME","0","0"
"direc",23,"SPEAKER","0","direc"
"direc",76,"BOOK_CHAPTER","0","direc"
"direção",13,"ARTICLE","0","direcao"
"direção",50,"ABSTRACT","0","direcao"
"direção",112,"BOOK","0","direcao"
"direção",233,"BOOK_CHAPTER","0","direcao"
"direcionada",39,"BOOK_CHAPTER","0","direcionada"
"direcionado",77,"BOOK_CHAPTER","0","direcionado"
"direcionamento",21,"BOOK_CHAPTER","0","direcionamento"
"direcionamentos",67,"BOOK_CHAPTER","0","direcionamentos"
"direções",21,"BOOK_CHAPTER","0","direcoes"
"direct",58,"ARTICLE","0","direct"
"direct",58,"BOOK_CHAPTER","0","direct"
"directed",9,"ARTICLE","0","directed"
"directedness",39,"BOOK_CHAPTER","0","directedness"
"directions",19,"ARTICLE","0","directions"
"directions",76,"BOOK","0","directions"
"directrices",38,"BOOK_CHAPTER","0","directrices"
"diregentes",39,"BOOK_CHAPTER","0","diregentes"
"direita",97,"BOOK_CHAPTER","0","direita"
"direitas",38,"BOOK","0","direitas"
"direito",384,"ARTICLE","0","direito"
"direito",775,"SPEAKER","0","direito"
"direito",1559,"ABSTRACT","0","direito"
"direito",7575,"BOOK","0","direito"
"direito",11189,"BOOK_CHAPTER","0","direito"
"direito administrativo",1,"AREA"," direito ","0"
"direito agrário",1,"AREA"," direito ","0"
"direito ambiental",1,"AREA"," direito ; direito agrário ","0"
"direito civil",1,"AREA"," direito ","0"
"direito comercial",1,"AREA"," direito ; direito ambiental ","0"
"direito comercial",1,"AREA"," direito ; direito civil ","0"
"direito constitucional",1,"AREA"," direito ","0"
"direito constitucional",1,"AREA"," direito ; direito administrativo ","0"
"direito constitucional",1,"AREA"," direito ; direito civil ","0"
"direito da criança e do adolescente",1,"AREA"," direito ","0"
"direito do consumidor",1,"AREA"," direito ; direito civil ","0"
"direito do trabalho",1,"AREA"," direito ","0"
"direito do trabalho",1,"AREA"," direito ; direito civil ","0"
"direito do trabalho",1,"AREA"," direito ; direito da propriedade intelectual ","0"
"direito econômico",1,"AREA"," direito ; direito administrativo ","0"
"direito econômico",1,"AREA"," direito ; direito civil ","0"
"direito empresarial",1,"AREA"," direito ; direito das famílias ","0"
"direito internacional público",1,"AREA"," direito ; direito constitucional ","0"
"direito penal",1,"AREA"," direito ","0"
"direito penal",1,"AREA"," direito ; criminologia ","0"
"direito penal",1,"AREA"," direito ; direito civil ","0"
"direito penitenciário",1,"AREA"," direito ; direito penal ","0"
"direito processual civil",1,"AREA"," direito ","0"
"direito processual civil",1,"AREA"," direito ; direito ambiental ","0"
"direito processual civil",1,"AREA"," direito ; direito civil ","0"
"direito processual civil",1,"AREA"," direito ; direito constitucional ","0"
"direito processual civil",1,"AREA"," direito ; direito do trabalho ","0"
"direito processual do trabalho",1,"AREA"," direito ; direito do trabalho ","0"
"direito processual do trabalho",1,"AREA"," direito ; direito processual civil ","0"
"direito processual penal",1,"AREA"," direito ","0"
"direito processual penal",1,"AREA"," direito ; direito da criança e do adolescente ","0"
"direito processual penal",1,"AREA"," direito ; direito penal ","0"
"direito processual penal",1,"AREA"," direito ; direito penitenciário ","0"
"direito processual penal",1,"AREA"," direito ; direito processual civil ","0"
"direitos",217,"ARTICLE","0","direitos"
"direitos",286,"ABSTRACT","0","direitos"
"direitos",652,"SPEAKER","0","direitos"
"direitos",3804,"BOOK","0","direitos"
"direitos",7431,"BOOK_CHAPTER","0","direitos"
"direitos humanos",1,"AREA"," direito ","0"
"direitos humanos",1,"AREA"," direito ; direito penal ","0"
"direitos humanos e coletivos",1,"AREA"," direito ","0"
"direito tributário",1,"AREA"," direito ","0"
"direito tributário",1,"AREA"," direito ; coordenação do curso de bacharelado em ciências contábeis - uneb - dcht ","0"
"direito tributário",1,"AREA"," direito ; direito constitucional ","0"
"direito tributário",1,"AREA"," direito ; direito do trabalho ","0"
"direito tributário",1,"AREA"," direito ; direito financeiro ","0"
"direito tributário",1,"AREA"," direito ; direito internacional público ","0"
"direito tributário",1,"AREA"," direito ; direito previdenciário ","0"
"direito tributário",1,"AREA"," direito ; direito processual civil ","0"
"direito tributário",1,"AREA"," direito ; direito processual do trabalho ","0"
"direito urbanístico",1,"AREA"," direito ; direito civil - reais ","0"
"direta",26,"ARTICLE","0","direta"
"direta",178,"BOOK_CHAPTER","0","direta"
"diretas",59,"BOOK_CHAPTER","0","diretas"
"diretizes",38,"BOOK_CHAPTER","0","diretizes"
"direto",23,"ARTICLE","0","direto"
"direto",38,"BOOK","0","direto"
"direto",228,"BOOK_CHAPTER","0","direto"
"diretor",10,"SPEAKER","0","diretor"
"diretor",21,"ARTICLE","0","diretor"
"diretor",52,"BOOK","0","diretor"
"diretor",231,"BOOK_CHAPTER","0","diretor"
"diretor",243,"ABSTRACT","0","diretor"
"diretora",38,"BOOK_CHAPTER","0","diretora"
"diretora",181,"ABSTRACT","0","diretora"
"diretoras",38,"BOOK_CHAPTER","0","diretoras"
"diretores",10,"ARTICLE","0","diretores"
"diretores",16,"SPEAKER","0","diretores"
"diretores",213,"BOOK_CHAPTER","0","diretores"
"diretoria",20,"BOOK_CHAPTER","0","diretoria"
"diretoria",77,"ABSTRACT","0","diretoria"
"diretorias",92,"BOOK_CHAPTER","0","diretorias"
"diretório",9,"SPEAKER","0","diretorio"
"diretório",29,"ABSTRACT","0","diretorio"
"diretório",37,"BOOK_CHAPTER","0","diretorio"
"diretório",39,"BOOK","0","diretorio"
"diretos",92,"BOOK_CHAPTER","0","diretos"
"diretrizes",10,"ABSTRACT","0","diretrizes"
"diretrizes",38,"SPEAKER","0","diretrizes"
"diretrizes",48,"ARTICLE","0","diretrizes"
"diretrizes",95,"BOOK","0","diretrizes"
"diretrizes",719,"BOOK_CHAPTER","0","diretrizes"
"dirga",58,"BOOK_CHAPTER","0","dirga"
"dirieito",38,"BOOK_CHAPTER","0","dirieito"
"dirigente",76,"BOOK_CHAPTER","0","dirigente"
"dirigentes",8,"SPEAKER","0","dirigentes"
"dirigentes",21,"BOOK_CHAPTER","0","dirigentes"
"dirigentes",30,"BOOK","0","dirigentes"
"dirigida",38,"BOOK_CHAPTER","0","dirigida"
"dirigido",8,"ARTICLE","0","dirigido"
"dirigido",30,"BOOK","0","dirigido"
"dirigido",38,"BOOK_CHAPTER","0","dirigido"
"dirigismo",39,"BOOK","0","dirigismo"
"dirigiu",13,"ABSTRACT","0","dirigiu"
"dirija",78,"BOOK","0","dirija"
"dirteito do consumidor",1,"AREA"," direito ; direito do trabalho ","0"
"disability",20,"ARTICLE","0","disability"
"disangelho",39,"BOOK_CHAPTER","0","disangelho"
"disártrica",38,"BOOK_CHAPTER","0","disartrica"
"disasters",21,"BOOK_CHAPTER","0","disasters"
"disbiose",38,"BOOK","0","disbiose"
"disbiose",76,"BOOK_CHAPTER","0","disbiose"
"disc",11,"ARTICLE","0","disc"
"discalculia",58,"BOOK_CHAPTER","0","discalculia"
"discapacidad",21,"BOOK","0","discapacidad"
"discapacidad",21,"BOOK_CHAPTER","0","discapacidad"
"discente",17,"ABSTRACT","0","discente"
"discente",33,"ARTICLE","0","discente"
"discente",40,"BOOK","0","discente"
"discente",42,"SPEAKER","0","discente"
"discente",591,"BOOK_CHAPTER","0","discente"
"discentes",21,"SPEAKER","0","discentes"
"discentes",31,"ABSTRACT","0","discentes"
"discentes",57,"ARTICLE","0","discentes"
"discentes",98,"BOOK","0","discentes"
"discentes",1536,"BOOK_CHAPTER","0","discentes"
"discharge",8,"ARTICLE","0","discharge"
"disciplina",71,"ARTICLE","0","disciplina"
"disciplina",79,"SPEAKER","0","disciplina"
"disciplina",113,"BOOK","0","disciplina"
"disciplina",225,"ABSTRACT","0","disciplina"
"disciplina",1856,"BOOK_CHAPTER","0","disciplina"
"disciplinam",38,"BOOK_CHAPTER","0","disciplinam"
"disciplinar",8,"ABSTRACT","0","disciplinar"
"disciplinar",222,"BOOK","0","disciplinar"
"disciplinar",269,"BOOK_CHAPTER","0","disciplinar"
"disciplinares",19,"SPEAKER","0","disciplinares"
"disciplinares",165,"BOOK_CHAPTER","0","disciplinares"
"disciplinaridade",20,"BOOK","0","disciplinaridade"
"disciplinaridade",21,"BOOK_CHAPTER","0","disciplinaridade"
"disciplinarização",37,"BOOK_CHAPTER","0","disciplinarizacao"
"disciplinas",20,"BOOK","0","disciplinas"
"disciplinas",24,"ARTICLE","0","disciplinas"
"disciplinas",24,"SPEAKER","0","disciplinas"
"disciplinas",197,"BOOK_CHAPTER","0","disciplinas"
"disciplinas",563,"ABSTRACT","0","disciplinas"
"discípulas",38,"BOOK_CHAPTER","0","discipulas"
"discípulos",38,"BOOK_CHAPTER","0","discipulos"
"disclosure",8,"ARTICLE","0","disclosure"
"disco",21,"BOOK_CHAPTER","0","disco"
"discontinuous",8,"ARTICLE","0","discontinuous"
"discos",68,"BOOK_CHAPTER","0","discos"
"discours",21,"BOOK","0","discours"
"discourse",16,"ARTICLE","0","discourse"
"discourse",38,"BOOK","0","discourse"
"discourse",192,"BOOK_CHAPTER","0","discourse"
"discourses",8,"ARTICLE","0","discourses"
"discovery",14,"ARTICLE","0","discovery"
"discovery",59,"BOOK_CHAPTER","0","discovery"
"discrete",30,"ARTICLE","0","discrete"
"discreto",38,"BOOK_CHAPTER","0","discreto"
"discricionariedade",42,"BOOK","0","discricionariedade"
"discricionariedade",137,"BOOK_CHAPTER","0","discricionariedade"
"discricionário",21,"BOOK_CHAPTER","0","discricionario"
"discriminação",11,"ABSTRACT","0","discriminacao"
"discriminação",16,"ARTICLE","0","discriminacao"
"discriminação",18,"SPEAKER","0","discriminacao"
"discriminação",114,"BOOK","0","discriminacao"
"discriminação",479,"BOOK_CHAPTER","0","discriminacao"
"discriminações",38,"BOOK_CHAPTER","0","discriminacoes"
"discriminador",8,"ARTICLE","0","discriminador"
"discriminate",8,"ARTICLE","0","discriminate"
"discrimination",29,"ARTICLE","0","discrimination"
"discrimination",77,"BOOK_CHAPTER","0","discrimination"
"discriminatórias",20,"BOOK_CHAPTER","0","discriminatorias"
"discromatisto",20,"BOOK_CHAPTER","0","discromatisto"
"discursiva",11,"ABSTRACT","0","discursiva"
"discursiva",95,"ARTICLE","0","discursiva"
"discursiva",275,"BOOK","0","discursiva"
"discursiva",2499,"BOOK_CHAPTER","0","discursiva"
"discursivas",34,"ARTICLE","0","discursivas"
"discursivas",367,"BOOK","0","discursivas"
"discursivas",861,"BOOK_CHAPTER","0","discursivas"
"discursive",9,"ARTICLE","0","discursive"
"discursive",59,"BOOK_CHAPTER","0","discursive"
"discursividade",39,"BOOK_CHAPTER","0","discursividade"
"discursividades",21,"BOOK","0","discursividades"
"discursividades",80,"BOOK_CHAPTER","0","discursividades"
"discursivização",20,"BOOK","0","discursivizacao"
"discursivização",251,"BOOK_CHAPTER","0","discursivizacao"
"discursivizadas",39,"BOOK_CHAPTER","0","discursivizadas"
"discursivo",48,"ARTICLE","0","discursivo"
"discursivo",58,"BOOK","0","discursivo"
"discursivo",985,"BOOK_CHAPTER","0","discursivo"
"discursivos",11,"ABSTRACT","0","discursivos"
"discursivos",13,"SPEAKER","0","discursivos"
"discursivos",17,"ARTICLE","0","discursivos"
"discursivos",411,"BOOK","0","discursivos"
"discursivos",801,"BOOK_CHAPTER","0","discursivos"
"discurso",1,"AREA"," lingüística ","0"
"discurso",165,"ABSTRACT","0","discurso"
"discurso",337,"ARTICLE","0","discurso"
"discurso",406,"SPEAKER","0","discurso"
"discurso",3685,"BOOK","0","discurso"
"discurso",8037,"BOOK_CHAPTER","0","discurso"
"discursões",76,"BOOK_CHAPTER","0","discursoes"
"discursos",29,"ABSTRACT","0","discursos"
"discursos",41,"SPEAKER","0","discursos"
"discursos",112,"ARTICLE","0","discursos"
"discursos",712,"BOOK","0","discursos"
"discursos",2489,"BOOK_CHAPTER","0","discursos"
"discusión",38,"BOOK_CHAPTER","0","discusion"
"discusiones",68,"BOOK_CHAPTER","0","discusiones"
"discussa",38,"BOOK_CHAPTER","0","discussa"
"discussao",37,"BOOK_CHAPTER","0","discussao"
"discussão",9,"ABSTRACT","0","discussao"
"discussão",53,"SPEAKER","0","discussao"
"discussão",80,"ARTICLE","0","discussao"
"discussão",210,"BOOK","0","discussao"
"discussão",1705,"BOOK_CHAPTER","0","discussao"
"discussion",13,"ARTICLE","0","discussion"
"discussion",59,"BOOK_CHAPTER","0","discussion"
"discussões",10,"SPEAKER","0","discussoes"
"discussões",15,"ABSTRACT","0","discussoes"
"discussões",33,"ARTICLE","0","discussoes"
"discussões",342,"BOOK","0","discussoes"
"discussões",861,"BOOK_CHAPTER","0","discussoes"
"discute",14,"ABSTRACT","0","discute"
"discutido",38,"BOOK_CHAPTER","0","discutido"
"discutindo",21,"ARTICLE","0","discutindo"
"discutindo",37,"SPEAKER","0","discutindo"
"discutindo",135,"BOOK","0","discutindo"
"discutindo",540,"BOOK_CHAPTER","0","discutindo"
"discutir",8,"ARTICLE","0","discutir"
"discutir",174,"BOOK_CHAPTER","0","discutir"
"disease",1,"PATENT","0","disease"
"disease",399,"BOOK_CHAPTER","0","disease"
"disease",444,"ARTICLE","0","disease"
"diseases",37,"BOOK_CHAPTER","0","diseases"
"diseases",80,"ARTICLE","0","diseases"
"diseño",38,"BOOK","0","diseno"
"diseño",75,"BOOK_CHAPTER","0","diseno"
"diseños",21,"BOOK_CHAPTER","0","disenos"
"disfagia",1,"AREA"," fonoaudiologia ","0"
"disfagia",10,"ABSTRACT","0","disfagia"
"disfraz",21,"BOOK_CHAPTER","0","disfraz"
"disfunção",21,"ABSTRACT","0","disfuncao"
"disfunção",21,"BOOK","0","disfuncao"
"disfunção",29,"ARTICLE","0","disfuncao"
"disfunção",277,"BOOK_CHAPTER","0","disfuncao"
"disfunção têmporo mandibular e dor orofacial",1,"AREA"," odontologia ","0"
"disfunções",8,"ARTICLE","0","disfuncoes"
"disfunções",13,"ABSTRACT","0","disfuncoes"
"disfunções",153,"BOOK_CHAPTER","0","disfuncoes"
"disicplina",38,"BOOK_CHAPTER","0","disicplina"
"disidencias",38,"BOOK_CHAPTER","0","disidencias"
"disinfection",14,"ARTICLE","0","disinfection"
"disível",38,"BOOK_CHAPTER","0","disivel"
"disjunções",22,"BOOK","0","disjuncoes"
"disjuntivas",76,"BOOK_CHAPTER","0","disjuntivas"
"disk",8,"ARTICLE","0","disk"
"dislexia",13,"ARTICLE","0","dislexia"
"dislexia",152,"BOOK_CHAPTER","0","dislexia"
"disléxico",77,"BOOK_CHAPTER","0","dislexico"
"dismutase",13,"ARTICLE","0","dismutase"
"disonante",38,"BOOK_CHAPTER","0","disonante"
"disorder",22,"BOOK_CHAPTER","0","disorder"
"disorder",62,"ARTICLE","0","disorder"
"disorders",73,"BOOK_CHAPTER","0","disorders"
"disorders",98,"ARTICLE","0","disorders"
"disparates",38,"BOOK_CHAPTER","0","disparates"
"díspares",8,"SPEAKER","0","dispares"
"díspares",38,"BOOK","0","dispares"
"disparidades",30,"BOOK_CHAPTER","0","disparidades"
"disparities",37,"BOOK_CHAPTER","0","disparities"
"dispensação",8,"ARTICLE","0","dispensacao"
"dispensação",20,"BOOK","0","dispensacao"
"dispensação",100,"BOOK_CHAPTER","0","dispensacao"
"dispensado",38,"BOOK_CHAPTER","0","dispensado"
"dispensário",39,"BOOK_CHAPTER","0","dispensario"
"dispersa",39,"BOOK_CHAPTER","0","dispersa"
"dispersal",26,"ARTICLE","0","dispersal"
"dispersão",11,"ABSTRACT","0","dispersao"
"dispersão",11,"ARTICLE","0","dispersao"
"dispersão",252,"BOOK_CHAPTER","0","dispersao"
"dispersed",38,"BOOK_CHAPTER","0","dispersed"
"dispersion",19,"ARTICLE","0","dispersion"
"dispersions",38,"BOOK_CHAPTER","0","dispersions"
"dispersiva",113,"BOOK_CHAPTER","0","dispersiva"
"dispersive",29,"ARTICLE","0","dispersive"
"dispersões",38,"BOOK_CHAPTER","0","dispersoes"
"displaced",21,"BOOK_CHAPTER","0","displaced"
"displacement",13,"ARTICLE","0","displacement"
"displacement",38,"BOOK_CHAPTER","0","displacement"
"displasia",20,"ARTICLE","0","displasia"
"displasia",176,"BOOK_CHAPTER","0","displasia"
"display",22,"ARTICLE","0","display"
"disponibilidade",28,"ARTICLE","0","disponibilidade"
"disponibilidade",118,"BOOK_CHAPTER","0","disponibilidade"
"disponibilidades",38,"BOOK","0","disponibilidades"
"disponibilização",76,"BOOK_CHAPTER","0","disponibilizacao"
"disponíveis",38,"BOOK_CHAPTER","0","disponiveis"
"disponível",37,"BOOK","0","disponivel"
"disponível",38,"BOOK_CHAPTER","0","disponivel"
"disposição",1,"PATENT","0","disposicao"
"disposição",96,"BOOK_CHAPTER","0","disposicao"
"disposiçoes",38,"BOOK_CHAPTER","0","disposicoes"
"disposições",38,"BOOK_CHAPTER","0","disposicoes"
"dispositif",39,"BOOK_CHAPTER","0","dispositif"
"dispositivo",11,"PATENT","0","dispositivo"
"dispositivo",29,"ARTICLE","0","dispositivo"
"dispositivo",154,"BOOK","0","dispositivo"
"dispositivo",1382,"BOOK_CHAPTER","0","dispositivo"
"dispositivos",6,"PATENT","0","dispositivos"
"dispositivos",8,"SPEAKER","0","dispositivos"
"dispositivos",11,"ABSTRACT","0","dispositivos"
"dispositivos",38,"BOOK","0","dispositivos"
"dispositivos",48,"ARTICLE","0","dispositivos"
"dispositivos",1211,"BOOK_CHAPTER","0","dispositivos"
"disputa",8,"SPEAKER","0","disputa"
"disputa",22,"ARTICLE","0","disputa"
"disputa",163,"BOOK","0","disputa"
"disputa",831,"BOOK_CHAPTER","0","disputa"
"disputados",38,"BOOK_CHAPTER","0","disputados"
"disputando",76,"BOOK_CHAPTER","0","disputando"
"disputas",27,"ARTICLE","0","disputas"
"disputas",154,"BOOK","0","disputas"
"disputas",453,"BOOK_CHAPTER","0","disputas"
"disque",38,"BOOK","0","disque"
"disritmia",21,"BOOK_CHAPTER","0","disritmia"
"disrupção",21,"BOOK_CHAPTER","0","disrupcao"
"dissabores",38,"BOOK_CHAPTER","0","dissabores"
"disse",21,"BOOK_CHAPTER","0","disse"
"dissecação",22,"BOOK_CHAPTER","0","dissecacao"
"disseminação",19,"ARTICLE","0","disseminacao"
"disseminação",420,"BOOK_CHAPTER","0","disseminacao"
"disseminadas",38,"BOOK_CHAPTER","0","disseminadas"
"disseminated",13,"ARTICLE","0","disseminated"
"dissemination",8,"ARTICLE","0","dissemination"
"dissenso",76,"BOOK_CHAPTER","0","dissenso"
"dissertação",37,"BOOK","0","dissertacao"
"dissertação",55,"ABSTRACT","0","dissertacao"
"dissertações",29,"ABSTRACT","0","dissertacoes"
"dissertações",29,"SPEAKER","0","dissertacoes"
"dissertações",32,"ARTICLE","0","dissertacoes"
"dissertações",253,"BOOK","0","dissertacoes"
"dissertações",537,"BOOK_CHAPTER","0","dissertacoes"
"dissertativa",39,"BOOK_CHAPTER","0","dissertativa"
